method,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage,damage_budget
semantic_model_predictive_planner,3,48,0.450495,0.024534,0.205658,0.026135,0.168653,0.019358,0.371528,0.056076,0.767361,0.105986,0.236111,0.043316,0.041667,0.040688,0.366997,0.021319,0.235003,0.041893,0.035645,0.040012,0.809028,0.087532,0.013889,0.016372,0.080000
semantic_model_predictive_planner,4,48,0.406369,0.016326,0.171836,0.020636,0.139947,0.014255,0.402778,0.061387,0.805556,0.096450,0.430556,0.063656,0.048611,0.037618,0.378397,0.017356,0.259725,0.025938,0.010349,0.023664,0.854167,0.065698,0.010417,0.011534,0.080000
semantic_model_predictive_planner,5,48,0.419536,0.030536,0.197660,0.027379,0.158927,0.019562,0.336806,0.062650,0.774306,0.101774,0.284722,0.063749,0.034722,0.032198,0.360772,0.020040,0.264584,0.040378,0.006442,0.038884,0.809028,0.083663,0.006944,0.009522,0.080000
semantic_model_predictive_planner,6,48,0.423303,0.018185,0.193909,0.024297,0.159045,0.017184,0.409722,0.052340,0.774306,0.101308,0.312500,0.058863,0.038194,0.031124,0.374706,0.020464,0.252517,0.032958,0.016447,0.029451,0.812500,0.079984,0.010417,0.011534,0.080000
semantic_model_predictive_planner,7,48,0.416454,0.023943,0.186096,0.020756,0.150351,0.014090,0.385417,0.060080,0.791667,0.099428,0.326389,0.056679,0.045139,0.034716,0.366244,0.018834,0.260863,0.037441,0.009776,0.035995,0.836806,0.072453,0.020833,0.018518,0.080000
semantic_model_predictive_planner,8,48,0.414414,0.020788,0.184571,0.022000,0.151822,0.016394,0.340278,0.059130,0.784722,0.098211,0.322917,0.050918,0.062500,0.052038,0.373166,0.016571,0.259462,0.032117,0.008821,0.030527,0.847222,0.065848,0.003472,0.006806,0.080000
semantic_model_predictive_planner,9,48,0.378883,0.024832,0.174625,0.022463,0.142657,0.016708,0.378472,0.060538,0.781250,0.099264,0.381944,0.051429,0.052083,0.044737,0.363967,0.016970,0.295372,0.035058,-0.027145,0.034751,0.833333,0.072133,0.010417,0.011534,0.080000
learned_failure_classifier_tamp,0,48,0.320382,0.029440,0.289529,0.031152,0.233845,0.024635,0.416667,0.058358,0.513889,0.095711,0.250000,0.049595,0.024306,0.021726,0.305045,0.023638,0.438297,0.050376,-0.171532,0.051541,0.538194,0.087125,0.003472,0.006806,0.080000
learned_failure_classifier_tamp,1,48,0.331327,0.034040,0.268124,0.035398,0.220024,0.029724,0.413194,0.052369,0.555556,0.103087,0.281250,0.063896,0.031250,0.034602,0.315616,0.024771,0.411925,0.052792,-0.145161,0.054655,0.586806,0.094796,0.006944,0.009522,0.080000
learned_failure_classifier_tamp,2,48,0.332862,0.030333,0.300288,0.033671,0.239630,0.028346,0.468750,0.058079,0.496528,0.097501,0.267361,0.069962,0.027778,0.026339,0.305634,0.023288,0.432366,0.050252,-0.162204,0.054032,0.524306,0.089138,0.013889,0.016372,0.080000
learned_failure_classifier_tamp,3,48,0.293477,0.028837,0.232486,0.030819,0.189992,0.025011,0.468750,0.052967,0.600694,0.094170,0.409722,0.077175,0.048611,0.043452,0.320391,0.018811,0.433951,0.039024,-0.166057,0.041303,0.649306,0.077347,0.013889,0.013170,0.080000
learned_failure_classifier_tamp,4,48,0.310755,0.027391,0.272859,0.026495,0.220031,0.021755,0.413194,0.058350,0.534722,0.084209,0.336806,0.057943,0.034722,0.036339,0.308544,0.018761,0.439473,0.038290,-0.171347,0.042276,0.569444,0.073325,0.010417,0.015088,0.080000
learned_failure_classifier_tamp,5,48,0.296621,0.026579,0.238255,0.030541,0.192038,0.024479,0.472222,0.061000,0.597222,0.094217,0.427083,0.067320,0.041667,0.038293,0.321964,0.019823,0.432088,0.040528,-0.163393,0.043619,0.638889,0.079217,0.010417,0.011534,0.080000
learned_failure_classifier_tamp,6,48,0.315066,0.032000,0.242388,0.025107,0.195549,0.019797,0.458333,0.059562,0.597222,0.087986,0.416667,0.059163,0.038194,0.034028,0.326362,0.019791,0.409696,0.041636,-0.142553,0.044644,0.635417,0.071907,0.010417,0.011534,0.080000
learned_failure_classifier_tamp,7,48,0.259587,0.026484,0.231413,0.030238,0.186629,0.024583,0.465278,0.054118,0.586806,0.089138,0.444444,0.069687,0.048611,0.040054,0.308578,0.014421,0.472793,0.031650,-0.204442,0.035684,0.635417,0.069906,0.034722,0.025657,0.080000
learned_failure_classifier_tamp,8,48,0.265005,0.023916,0.210029,0.022224,0.171770,0.018094,0.489583,0.054508,0.631944,0.085325,0.486111,0.054877,0.052083,0.041444,0.322903,0.015120,0.449855,0.033194,-0.183606,0.035224,0.684028,0.060146,0.024306,0.023804,0.080000
learned_failure_classifier_tamp,9,48,0.288652,0.028686,0.212634,0.022242,0.172603,0.018300,0.388889,0.058628,0.645833,0.087334,0.454861,0.054796,0.041667,0.035737,0.328387,0.018146,0.422275,0.037508,-0.156039,0.039219,0.687500,0.067122,0.006944,0.009522,0.080000
proposed_abstraction_failure_audit_v4,0,48,0.413134,0.022031,0.148860,0.008774,0.124902,0.007383,0.493056,0.056679,0.875000,0.094551,0.385417,0.068883,0.059028,0.048133,0.372556,0.007209,0.223872,0.019403,0.042893,0.022730,1.000000,0.000000,0.003472,0.006806,0.080000
proposed_abstraction_failure_audit_v4,1,48,0.391208,0.028454,0.134633,0.011431,0.115393,0.009992,0.479167,0.052038,0.871528,0.094421,0.472222,0.079811,0.083333,0.065246,0.377493,0.009923,0.241939,0.026811,0.024825,0.029781,1.000000,0.000000,0.013889,0.016372,0.080000
proposed_abstraction_failure_audit_v4,2,48,0.384330,0.018624,0.146156,0.008239,0.119908,0.007289,0.510417,0.069055,0.864583,0.094128,0.395833,0.061226,0.055556,0.045965,0.354642,0.006258,0.260052,0.016665,0.010110,0.020450,1.000000,0.000000,0.017361,0.017506,0.080000
proposed_abstraction_failure_audit_v4,3,48,0.402314,0.023842,0.143868,0.008477,0.120900,0.006951,0.472222,0.059429,0.875000,0.094551,0.399306,0.063587,0.062500,0.054697,0.373620,0.008130,0.233825,0.022852,0.034069,0.025407,1.000000,0.000000,0.006944,0.009522,0.080000
proposed_abstraction_failure_audit_v4,4,48,0.401795,0.025630,0.152303,0.011454,0.125954,0.008991,0.486111,0.054008,0.875000,0.094551,0.357639,0.070131,0.055556,0.044924,0.360220,0.009120,0.240812,0.022507,0.027314,0.025915,1.000000,0.000000,0.010417,0.011534,0.080000
proposed_abstraction_failure_audit_v4,5,48,0.353701,0.024210,0.128890,0.009002,0.107489,0.007209,0.506944,0.068747,0.871528,0.094421,0.451389,0.048591,0.083333,0.065967,0.357876,0.007969,0.286617,0.023690,-0.017922,0.026672,1.000000,0.000000,0.020833,0.018518,0.080000
proposed_abstraction_failure_audit_v4,6,48,0.369432,0.031888,0.130993,0.011691,0.109653,0.009046,0.545139,0.053926,0.875000,0.094551,0.420139,0.062271,0.076389,0.061483,0.368181,0.008127,0.265606,0.030404,0.001536,0.033926,1.000000,0.000000,0.013889,0.013170,0.080000
proposed_abstraction_failure_audit_v4,7,48,0.323400,0.025232,0.111968,0.009186,0.092767,0.006967,0.503472,0.061121,0.875000,0.094551,0.555556,0.071694,0.079861,0.061507,0.364569,0.007442,0.309804,0.023819,-0.041453,0.027828,1.000000,0.000000,0.034722,0.023742,0.080000
proposed_abstraction_failure_audit_v4,8,48,0.425123,0.025311,0.158864,0.012634,0.132269,0.009997,0.437500,0.055555,0.871528,0.094421,0.343750,0.071080,0.079861,0.065960,0.365096,0.006936,0.217674,0.022563,0.048575,0.024401,1.000000,0.000000,0.017361,0.017506,0.080000
proposed_abstraction_failure_audit_v4,9,48,0.366588,0.028119,0.130555,0.010622,0.109681,0.008855,0.500000,0.057542,0.868056,0.094280,0.479167,0.065698,0.079861,0.063026,0.367554,0.008350,0.268713,0.025067,-0.002477,0.029366,1.000000,0.000000,0.013889,0.016372,0.080000
risk_bounded_abstraction_failure_audit_v5,0,48,0.234406,0.022197,0.408107,0.026334,0.320894,0.020939,0.555556,0.055306,0.243056,0.058324,0.180556,0.042210,0.020833,0.020917,0.256580,0.013739,0.630369,0.038429,-0.363604,0.040545,0.263889,0.054877,0.006944,0.009522,0.080000
risk_bounded_abstraction_failure_audit_v5,1,48,0.261502,0.021761,0.410608,0.021610,0.323698,0.018284,0.545139,0.051227,0.246528,0.055012,0.197917,0.048296,0.013889,0.016372,0.262399,0.013959,0.598351,0.034265,-0.331588,0.037717,0.260417,0.052293,0.006944,0.009522,0.080000
risk_bounded_abstraction_failure_audit_v5,2,48,0.241686,0.023715,0.396795,0.030115,0.304997,0.023091,0.600694,0.056496,0.260417,0.068019,0.222222,0.056991,0.024306,0.025714,0.260986,0.016115,0.612828,0.041609,-0.342667,0.043947,0.284722,0.065216,0.024306,0.021726,0.080000
risk_bounded_abstraction_failure_audit_v5,3,48,0.241281,0.026142,0.358285,0.018087,0.283096,0.015538,0.524306,0.070131,0.333333,0.051467,0.281250,0.046804,0.027778,0.026339,0.276618,0.010887,0.589427,0.029417,-0.321533,0.030699,0.361111,0.042766,0.003472,0.006806,0.080000
risk_bounded_abstraction_failure_audit_v5,4,48,0.273240,0.017726,0.382964,0.023952,0.300462,0.017301,0.524306,0.072779,0.309028,0.065960,0.211806,0.053042,0.006944,0.009522,0.275722,0.017088,0.564974,0.032301,-0.296848,0.032947,0.315972,0.063957,0.003472,0.006806,0.080000
risk_bounded_abstraction_failure_audit_v5,5,48,0.258782,0.028360,0.358559,0.025236,0.279275,0.018993,0.472222,0.066917,0.350694,0.067554,0.256944,0.047608,0.024306,0.021726,0.284799,0.017240,0.566904,0.044132,-0.298209,0.047200,0.375000,0.060350,0.003472,0.006806,0.080000
risk_bounded_abstraction_failure_audit_v5,6,48,0.267599,0.018814,0.331344,0.026118,0.263963,0.020683,0.552083,0.057670,0.399306,0.070635,0.326389,0.065937,0.020833,0.020917,0.295132,0.014980,0.538233,0.031682,-0.271090,0.032408,0.420139,0.063772,0.010417,0.011534,0.080000
risk_bounded_abstraction_failure_audit_v5,7,48,0.282501,0.021935,0.312307,0.024020,0.245218,0.018183,0.552083,0.061635,0.440972,0.072453,0.326389,0.052340,0.027778,0.024477,0.309083,0.016527,0.505861,0.035261,-0.237509,0.036739,0.468750,0.062017,0.010417,0.011534,0.080000
risk_bounded_abstraction_failure_audit_v5,8,48,0.266917,0.020851,0.381946,0.016434,0.299443,0.012605,0.541667,0.062658,0.312500,0.052939,0.229167,0.038447,0.010417,0.011534,0.276142,0.013454,0.570772,0.027927,-0.304523,0.030932,0.322917,0.049025,0.006944,0.009522,0.080000
risk_bounded_abstraction_failure_audit_v5,9,48,0.259837,0.023423,0.347752,0.026461,0.273673,0.020327,0.552083,0.056844,0.371528,0.062461,0.302083,0.062776,0.020833,0.028565,0.288208,0.012636,0.557020,0.026705,-0.290784,0.029070,0.392361,0.058754,0.003472,0.006806,0.080000
llm_tamp_failure_reasoning,0,48,0.377626,0.020002,0.157957,0.021360,0.128873,0.014460,0.406250,0.052293,0.809028,0.096771,0.368056,0.041218,0.048611,0.037618,0.344659,0.015009,0.285066,0.028290,-0.013201,0.028337,0.857639,0.065960,0.083333,0.033693,0.100000
llm_tamp_failure_reasoning,1,48,0.392369,0.033552,0.166084,0.028010,0.136247,0.020765,0.333333,0.055874,0.795139,0.103502,0.340278,0.074683,0.041667,0.038293,0.347451,0.019567,0.270774,0.040468,0.000346,0.039750,0.836806,0.082238,0.114583,0.042570,0.100000
llm_tamp_failure_reasoning,2,48,0.378935,0.031982,0.152562,0.024022,0.121621,0.016504,0.322917,0.055369,0.819444,0.098151,0.350694,0.065420,0.059028,0.050996,0.341990,0.016060,0.282894,0.035931,-0.007420,0.036258,0.878472,0.065780,0.069444,0.034843,0.100000
llm_tamp_failure_reasoning,3,48,0.386052,0.028522,0.161196,0.022436,0.133146,0.017075,0.378472,0.043213,0.802083,0.096608,0.319444,0.054877,0.052083,0.046804,0.344421,0.016730,0.280656,0.034660,-0.007130,0.034427,0.854167,0.068517,0.079861,0.033678,0.100000
llm_tamp_failure_reasoning,4,48,0.376883,0.029142,0.140701,0.020882,0.115909,0.015309,0.371528,0.058552,0.815972,0.098347,0.402778,0.070698,0.079861,0.061507,0.358376,0.013865,0.273253,0.031909,-0.001196,0.032695,0.895833,0.052939,0.138889,0.047979,0.100000
llm_tamp_failure_reasoning,5,48,0.340960,0.026950,0.130084,0.018775,0.107151,0.013819,0.420139,0.051457,0.822917,0.095500,0.444444,0.066917,0.076389,0.060709,0.348653,0.012167,0.309228,0.029278,-0.037238,0.029744,0.899306,0.050295,0.135417,0.043122,0.100000
llm_tamp_failure_reasoning,6,48,0.338773,0.032114,0.130545,0.021201,0.109366,0.016222,0.375000,0.061129,0.822917,0.095994,0.486111,0.082435,0.062500,0.052038,0.349473,0.014674,0.308613,0.033273,-0.039132,0.034259,0.885417,0.059288,0.125000,0.049116,0.100000
llm_tamp_failure_reasoning,7,48,0.358478,0.028592,0.140662,0.021439,0.114349,0.015138,0.364583,0.045263,0.812500,0.097081,0.402778,0.058223,0.065972,0.052142,0.350266,0.013336,0.294512,0.030651,-0.022548,0.031168,0.878472,0.058147,0.135417,0.046296,0.100000
llm_tamp_failure_reasoning,8,48,0.363323,0.024029,0.150441,0.022544,0.122317,0.015985,0.343750,0.049981,0.815972,0.096893,0.395833,0.050187,0.055556,0.046983,0.342181,0.014631,0.296747,0.031362,-0.025717,0.029323,0.871528,0.064693,0.079861,0.037657,0.100000
llm_tamp_failure_reasoning,9,48,0.409984,0.036640,0.181259,0.030009,0.147652,0.021834,0.322917,0.052744,0.791667,0.101313,0.270833,0.072541,0.027778,0.032744,0.346659,0.021823,0.258584,0.045007,0.012114,0.045082,0.819444,0.087986,0.069444,0.037460,0.100000
runtime_monitor_replanner,0,48,0.283190,0.029481,0.192069,0.035695,0.155527,0.029328,0.194444,0.035516,0.593750,0.097218,0.434028,0.073907,0.059028,0.051915,0.282403,0.014702,0.395563,0.042013,-0.128798,0.047051,0.774306,0.075019,0.114583,0.044737,0.100000
runtime_monitor_replanner,1,48,0.258601,0.030938,0.137494,0.024836,0.109807,0.018353,0.211806,0.046381,0.708333,0.096531,0.479167,0.062752,0.065972,0.053042,0.295951,0.015785,0.388769,0.041133,-0.122006,0.043822,0.861111,0.053569,0.135417,0.048296,0.100000
runtime_monitor_replanner,2,48,0.306920,0.033962,0.175635,0.014353,0.139236,0.011830,0.204861,0.053486,0.642361,0.079011,0.413194,0.059155,0.048611,0.041218,0.294132,0.013885,0.356394,0.042141,-0.086233,0.046002,0.805556,0.040494,0.152778,0.054008,0.100000
runtime_monitor_replanner,3,48,0.296756,0.027972,0.172688,0.014921,0.138970,0.011634,0.184028,0.046888,0.642361,0.081370,0.475694,0.051457,0.055556,0.043859,0.293101,0.012186,0.366125,0.037602,-0.098231,0.040304,0.809028,0.040091,0.111111,0.036823,0.100000
runtime_monitor_replanner,4,48,0.236680,0.030149,0.153962,0.020631,0.122327,0.016462,0.197917,0.056427,0.659722,0.087515,0.520833,0.056400,0.065972,0.051227,0.280306,0.014360,0.427381,0.041034,-0.159256,0.044477,0.815972,0.047886,0.097222,0.043316,0.100000
runtime_monitor_replanner,5,48,0.252056,0.019861,0.203081,0.019908,0.161041,0.016758,0.256944,0.048591,0.562500,0.077583,0.371528,0.041539,0.052083,0.042570,0.266601,0.011513,0.440682,0.032065,-0.171986,0.035404,0.739583,0.050452,0.097222,0.033458,0.100000
runtime_monitor_replanner,6,48,0.255097,0.027867,0.194348,0.021903,0.154960,0.017762,0.184028,0.053486,0.569444,0.081860,0.416667,0.053273,0.048611,0.041218,0.267757,0.013887,0.428796,0.037586,-0.161654,0.041557,0.753472,0.053264,0.072917,0.033561,0.100000
runtime_monitor_replanner,7,48,0.279634,0.026093,0.198972,0.028852,0.160287,0.024397,0.194444,0.046983,0.576389,0.090700,0.361111,0.068316,0.052083,0.042570,0.276354,0.014810,0.404764,0.041324,-0.136412,0.044733,0.753472,0.065960,0.107639,0.046125,0.100000
runtime_monitor_replanner,8,48,0.217165,0.032087,0.151937,0.022580,0.122468,0.017864,0.218750,0.042570,0.656250,0.086124,0.548611,0.052340,0.076389,0.059924,0.275042,0.013877,0.450069,0.041726,-0.183820,0.045325,0.805556,0.049912,0.093750,0.038791,0.100000
runtime_monitor_replanner,9,48,0.268718,0.025848,0.191923,0.029668,0.153741,0.023998,0.236111,0.045448,0.583333,0.091241,0.423611,0.067357,0.041667,0.037037,0.274507,0.014638,0.409819,0.034633,-0.143583,0.038268,0.774306,0.064875,0.072917,0.032121,0.100000
grounded_geometric_tamp,0,48,0.411410,0.033453,0.163454,0.022230,0.134236,0.016360,0.333333,0.059163,0.812500,0.096102,0.315972,0.058552,0.052083,0.042570,0.352614,0.015560,0.269968,0.032688,0.017692,0.036733,0.864583,0.064265,0.083333,0.041265,0.100000
grounded_geometric_tamp,1,48,0.424741,0.027787,0.176386,0.022038,0.144554,0.016063,0.284722,0.048591,0.791667,0.097020,0.295139,0.055226,0.052083,0.042570,0.355700,0.016771,0.259440,0.030537,0.027297,0.032965,0.843750,0.066968,0.079861,0.035055,0.100000
grounded_geometric_tamp,2,48,0.374197,0.029375,0.150408,0.023093,0.119999,0.015565,0.267361,0.052142,0.819444,0.095711,0.406250,0.077754,0.048611,0.040054,0.358740,0.013859,0.292432,0.026886,-0.008443,0.030358,0.868056,0.065216,0.135417,0.047307,0.100000
grounded_geometric_tamp,3,48,0.388404,0.024730,0.153333,0.021913,0.127982,0.016330,0.312500,0.049236,0.812500,0.097567,0.350694,0.060927,0.062500,0.051121,0.362697,0.014745,0.279846,0.027324,0.002491,0.028787,0.875000,0.061898,0.131944,0.054985,0.100000
grounded_geometric_tamp,4,48,0.413775,0.031683,0.175431,0.026363,0.142600,0.018884,0.270833,0.050187,0.781250,0.104374,0.253472,0.056705,0.055556,0.044924,0.352536,0.019441,0.272338,0.040386,0.015454,0.041801,0.836806,0.076270,0.090278,0.040054,0.100000
grounded_geometric_tamp,5,48,0.404489,0.023847,0.168499,0.024313,0.138740,0.017281,0.284722,0.052340,0.798611,0.099646,0.277778,0.043859,0.041667,0.034388,0.358084,0.018897,0.274126,0.030960,0.011471,0.032340,0.840278,0.075314,0.097222,0.033458,0.100000
grounded_geometric_tamp,6,48,0.392008,0.029347,0.158258,0.023384,0.132073,0.017441,0.256944,0.053236,0.809028,0.097744,0.361111,0.066206,0.048611,0.044528,0.362853,0.017428,0.275744,0.033201,0.005227,0.034300,0.857639,0.071467,0.114583,0.037866,0.100000
grounded_geometric_tamp,7,48,0.381705,0.022859,0.148252,0.022170,0.121275,0.015579,0.222222,0.040494,0.819444,0.098632,0.357639,0.050530,0.055556,0.044924,0.367581,0.016335,0.278601,0.026730,0.002350,0.027951,0.875000,0.065608,0.138889,0.049912,0.100000
grounded_geometric_tamp,8,48,0.399031,0.024787,0.156945,0.020909,0.130202,0.014594,0.246528,0.055012,0.812500,0.095112,0.350694,0.067554,0.059028,0.050060,0.373588,0.015671,0.259435,0.028786,0.018184,0.029828,0.871528,0.060927,0.121528,0.045350,0.100000
grounded_geometric_tamp,9,48,0.414997,0.034670,0.178815,0.025214,0.146978,0.019193,0.274306,0.049106,0.774306,0.102699,0.239583,0.059883,0.062500,0.049236,0.355672,0.017368,0.268815,0.039632,0.015244,0.040941,0.836806,0.071135,0.079861,0.033678,0.100000
physics_aware_tamp,0,48,0.448191,0.033468,0.135611,0.019180,0.113003,0.013478,0.312500,0.055555,0.864583,0.094128,0.281250,0.060080,0.055556,0.045965,0.405939,0.015250,0.223486,0.028608,0.075181,0.037485,0.920139,0.055865,0.156250,0.049025,0.100000
physics_aware_tamp,1,48,0.465169,0.036310,0.133500,0.017402,0.112494,0.012909,0.399306,0.047390,0.868056,0.094280,0.312500,0.067122,0.062500,0.051121,0.405716,0.014008,0.210651,0.030564,0.093010,0.039810,0.930556,0.051314,0.138889,0.052678,0.100000
physics_aware_tamp,2,48,0.486514,0.027778,0.141322,0.017154,0.115526,0.011259,0.319444,0.051314,0.871528,0.094421,0.246528,0.051457,0.055556,0.043859,0.413747,0.015423,0.186635,0.026640,0.118428,0.033105,0.927083,0.054072,0.194444,0.063284,0.100000
physics_aware_tamp,3,48,0.420964,0.028812,0.129624,0.020683,0.108755,0.015129,0.378472,0.051227,0.875000,0.094551,0.329861,0.049106,0.041667,0.037037,0.401897,0.018312,0.247840,0.031412,0.047849,0.035480,0.916667,0.065967,0.125000,0.051005,0.100000
physics_aware_tamp,4,48,0.440017,0.035618,0.137355,0.018493,0.113387,0.013201,0.302083,0.051150,0.857639,0.094295,0.267361,0.065057,0.055556,0.044924,0.409931,0.015401,0.226346,0.031524,0.069042,0.038865,0.913194,0.055865,0.197917,0.057259,0.100000
physics_aware_tamp,5,48,0.436496,0.037570,0.125619,0.016780,0.104524,0.012720,0.340278,0.059130,0.861111,0.093966,0.347222,0.075235,0.069444,0.055732,0.401441,0.013688,0.241303,0.034823,0.063941,0.039902,0.930556,0.046477,0.177083,0.058687,0.100000
physics_aware_tamp,6,48,0.482315,0.028854,0.144619,0.020098,0.121731,0.014243,0.340278,0.070781,0.868056,0.094280,0.291667,0.060350,0.038194,0.039196,0.415928,0.019706,0.188275,0.029627,0.111933,0.035965,0.906250,0.070746,0.173611,0.068747,0.100000
physics_aware_tamp,7,48,0.440944,0.036404,0.134538,0.019261,0.111050,0.013610,0.329861,0.052818,0.864583,0.094128,0.364583,0.075751,0.059028,0.050060,0.410314,0.016181,0.221255,0.032598,0.072290,0.038776,0.923611,0.054985,0.190972,0.065960,0.100000
physics_aware_tamp,8,48,0.492402,0.038178,0.138459,0.019281,0.114952,0.014130,0.305556,0.051772,0.861111,0.093966,0.232639,0.065057,0.062500,0.054697,0.406586,0.015556,0.196180,0.035858,0.117730,0.042936,0.923611,0.054985,0.121528,0.048378,0.100000
physics_aware_tamp,9,48,0.462793,0.028289,0.134493,0.018392,0.111892,0.013176,0.347222,0.064395,0.871528,0.094421,0.270833,0.044172,0.048611,0.037618,0.405361,0.015309,0.215314,0.028026,0.089807,0.033805,0.920139,0.058350,0.131944,0.050501,0.100000
semantic_model_predictive_planner,0,48,0.368409,0.027358,0.160800,0.022286,0.132683,0.016434,0.368056,0.052340,0.791667,0.100375,0.336806,0.050996,0.072917,0.058282,0.369766,0.015727,0.298272,0.035518,-0.029855,0.034754,0.864583,0.063525,0.090278,0.045577,0.100000
semantic_model_predictive_planner,1,48,0.393518,0.022607,0.166950,0.024408,0.139359,0.017943,0.375000,0.051005,0.798611,0.102915,0.298611,0.055838,0.062500,0.048266,0.376890,0.017386,0.273157,0.032624,-0.004445,0.030879,0.861111,0.069005,0.111111,0.041646,0.100000
semantic_model_predictive_planner,2,48,0.381952,0.033441,0.167105,0.025576,0.134785,0.019442,0.368056,0.056679,0.791667,0.098472,0.309028,0.072126,0.065972,0.058147,0.361001,0.015713,0.292792,0.037549,-0.020301,0.037436,0.857639,0.067379,0.107639,0.050060,0.100000
semantic_model_predictive_planner,3,48,0.428240,0.022360,0.186275,0.024107,0.154239,0.018042,0.371528,0.056076,0.784722,0.105188,0.236111,0.043316,0.052083,0.044737,0.373835,0.019347,0.246378,0.038468,0.023804,0.035856,0.836806,0.079904,0.093750,0.037552,0.100000
semantic_model_predictive_planner,4,48,0.363060,0.021094,0.145739,0.020260,0.119652,0.014438,0.402778,0.061387,0.829861,0.095541,0.430556,0.063656,0.052083,0.041444,0.377083,0.016265,0.294147,0.026302,-0.024327,0.025166,0.881944,0.061483,0.131944,0.051429,0.100000
semantic_model_predictive_planner,5,48,0.392702,0.030330,0.181926,0.024991,0.147225,0.018197,0.336806,0.062650,0.781250,0.099264,0.284722,0.063749,0.041667,0.035737,0.364643,0.018775,0.284237,0.038871,-0.013635,0.037415,0.822917,0.076218,0.083333,0.033693,0.100000
semantic_model_predictive_planner,6,48,0.392864,0.018637,0.173370,0.022087,0.142613,0.015656,0.409722,0.052340,0.795139,0.096893,0.312500,0.058863,0.041667,0.032984,0.376802,0.017956,0.273964,0.027448,-0.005296,0.024544,0.836806,0.071135,0.097222,0.034843,0.100000
semantic_model_predictive_planner,7,48,0.381930,0.023380,0.169237,0.019922,0.136947,0.014096,0.385417,0.060080,0.798611,0.098211,0.326389,0.056679,0.055556,0.042766,0.363039,0.015654,0.291023,0.033628,-0.020639,0.032773,0.854167,0.064974,0.090278,0.041218,0.100000
semantic_model_predictive_planner,8,48,0.369841,0.022097,0.160732,0.020653,0.132613,0.015180,0.340278,0.059130,0.798611,0.095773,0.322917,0.050918,0.069444,0.056575,0.373074,0.014140,0.295039,0.028330,-0.027223,0.027899,0.868056,0.057508,0.100694,0.042105,0.100000
semantic_model_predictive_planner,9,48,0.349536,0.024631,0.154405,0.019840,0.127240,0.015384,0.378472,0.060538,0.795139,0.097380,0.381944,0.051429,0.065972,0.053926,0.366581,0.014967,0.315942,0.032041,-0.048096,0.032692,0.861111,0.061771,0.111111,0.038086,0.100000
learned_failure_classifier_tamp,0,48,0.317080,0.027014,0.254008,0.032032,0.205212,0.024517,0.416667,0.058358,0.583333,0.097749,0.250000,0.049595,0.031250,0.026913,0.323371,0.022998,0.415578,0.046407,-0.148813,0.047001,0.614583,0.085435,0.093750,0.041158,0.100000
learned_failure_classifier_tamp,1,48,0.313299,0.032368,0.230896,0.030573,0.189612,0.025404,0.413194,0.052369,0.618056,0.095773,0.281250,0.063896,0.034722,0.035013,0.329088,0.021865,0.405456,0.043215,-0.138692,0.044809,0.652778,0.083007,0.086806,0.037657,0.100000
learned_failure_classifier_tamp,2,48,0.318664,0.031112,0.269167,0.032441,0.214648,0.026404,0.468750,0.058079,0.548611,0.095278,0.267361,0.069962,0.031250,0.031751,0.314065,0.021283,0.427402,0.044523,-0.157241,0.047975,0.579861,0.085343,0.131944,0.050501,0.100000
learned_failure_classifier_tamp,3,48,0.269442,0.028231,0.187539,0.028917,0.154514,0.023280,0.468750,0.052967,0.677083,0.095003,0.409722,0.077175,0.052083,0.044737,0.333149,0.017662,0.430898,0.035066,-0.163004,0.036994,0.729167,0.072541,0.107639,0.045088,0.100000
learned_failure_classifier_tamp,4,48,0.281638,0.029831,0.246342,0.024495,0.199111,0.020210,0.413194,0.058350,0.565972,0.082954,0.336806,0.057943,0.045139,0.040966,0.309590,0.016378,0.457754,0.037814,-0.189628,0.042539,0.611111,0.066206,0.114583,0.042570,0.100000
learned_failure_classifier_tamp,5,48,0.269510,0.029642,0.191641,0.027775,0.156035,0.022230,0.472222,0.061000,0.656250,0.092480,0.427083,0.067320,0.069444,0.056575,0.332603,0.015874,0.434042,0.036716,-0.165347,0.040837,0.725694,0.065600,0.156250,0.053633,0.100000
learned_failure_classifier_tamp,6,48,0.288166,0.031461,0.201482,0.020508,0.163462,0.016137,0.458333,0.059562,0.663194,0.082811,0.416667,0.059163,0.045139,0.037342,0.334833,0.015454,0.414159,0.034650,-0.147016,0.039283,0.708333,0.057951,0.142361,0.048622,0.100000
learned_failure_classifier_tamp,7,48,0.240304,0.025205,0.182908,0.029000,0.148774,0.022859,0.465278,0.054118,0.666667,0.091758,0.444444,0.069687,0.059028,0.048133,0.325134,0.013284,0.461974,0.027312,-0.193623,0.031202,0.725694,0.065600,0.135417,0.045263,0.100000
