method,split,task,failure_family,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.364860,0.011560,0.428639,0.012203,0.315530,0.005823,0.650000,0.132916,0.000000,0.000000,0.100000,0.099798,0.000000,0.000000,0.195000,0.000000,0.570359,0.013836,-0.192832,0.018880,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.280275,0.013430,0.485814,0.013689,0.361000,0.008876,0.616667,0.129298,0.016667,0.032667,0.066667,0.072229,0.000000,0.000000,0.199257,0.008343,0.712195,0.022063,-0.345105,0.022620,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.336323,0.011516,0.409764,0.011190,0.375540,0.011000,0.533333,0.174222,0.016667,0.032667,0.033333,0.043556,0.000000,0.000000,0.199257,0.008343,0.599668,0.019831,-0.255417,0.021056,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.309520,0.018307,0.420857,0.017198,0.409896,0.016899,0.683333,0.113683,0.050000,0.049899,0.050000,0.049899,0.000000,0.000000,0.207770,0.012744,0.631372,0.033942,-0.316966,0.034330,0.050000,0.049899,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.318395,0.011488,0.444887,0.010098,0.358736,0.009771,0.633333,0.094927,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.195000,0.000000,0.641872,0.014646,-0.279829,0.020518,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.400590,0.008533,0.375535,0.009013,0.310507,0.004684,0.700000,0.167278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.512657,0.010240,-0.122685,0.013993,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.321252,0.014359,0.467427,0.014316,0.309594,0.010512,0.733333,0.111045,0.016667,0.032667,0.033333,0.043556,0.000000,0.000000,0.197450,0.004802,0.629726,0.022100,-0.255693,0.025549,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.493353,0.009993,0.305900,0.009084,0.239238,0.004944,0.533333,0.136002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.339249,0.012353,0.061779,0.017067,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,language_ambiguity_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.340534,0.006714,0.435009,0.006258,0.331883,0.005888,0.650000,0.058638,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.195000,0.000000,0.602987,0.008494,-0.232627,0.011871,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.221677,0.022383,0.519041,0.019626,0.402567,0.016468,0.650000,0.149697,0.066667,0.053344,0.133333,0.117277,0.000000,0.000000,0.213140,0.014515,0.768088,0.038332,-0.458734,0.038845,0.066667,0.053344,0.066667,0.053344
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,compliance_recovery_erasure,10,0.257591,0.020299,0.451645,0.020709,0.437515,0.013530,0.616667,0.109432,0.050000,0.049899,0.116667,0.098000,0.000000,0.000000,0.208605,0.013578,0.685988,0.034877,-0.406988,0.035813,0.050000,0.049899,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,deformable_constraint_erasure,10,0.226641,0.020036,0.479530,0.018505,0.451980,0.019178,0.600000,0.111045,0.066667,0.053344,0.166667,0.119282,0.000000,0.000000,0.211078,0.013383,0.720595,0.036368,-0.465566,0.037971,0.066667,0.053344,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,erased_contact_force,10,0.261492,0.022345,0.470438,0.020538,0.409321,0.015497,0.666667,0.068867,0.050000,0.049899,0.066667,0.053344,0.000000,0.000000,0.202425,0.007410,0.698197,0.036933,-0.391092,0.041120,0.050000,0.049899,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,friction_state_aliasing,10,0.326527,0.021068,0.423572,0.019264,0.356977,0.013540,0.533333,0.126985,0.033333,0.043556,0.066667,0.053344,0.000000,0.000000,0.200973,0.007805,0.592021,0.032713,-0.260577,0.037763,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,hidden_support_relation,10,0.244613,0.016486,0.510579,0.015750,0.367555,0.011963,0.633333,0.136002,0.050000,0.049899,0.100000,0.053344,0.000000,0.000000,0.202425,0.007410,0.713604,0.028780,-0.401181,0.030757,0.050000,0.049899,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,temporal_precondition_loss,10,0.406603,0.008362,0.366559,0.006714,0.292768,0.008142,0.583333,0.100391,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.439864,0.010921,-0.098695,0.015438,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,articulated_fixture_assembly,tool_affordance_misabstraction,10,0.254663,0.022497,0.488823,0.020315,0.382184,0.015943,0.583333,0.111578,0.066667,0.053344,0.133333,0.106689,0.000000,0.000000,0.204900,0.007922,0.690718,0.036798,-0.390084,0.041545,0.066667,0.053344,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,clearance_tolerance_collapse,10,0.206426,0.026381,0.534716,0.024527,0.403442,0.017175,0.683333,0.178591,0.050000,0.049899,0.100000,0.072229,0.000000,0.000000,0.209110,0.014088,0.781112,0.042091,-0.482014,0.046056,0.050000,0.049899,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,compliance_recovery_erasure,10,0.261208,0.017552,0.455608,0.015569,0.432118,0.014692,0.566667,0.111045,0.033333,0.043556,0.116667,0.069723,0.000000,0.000000,0.204577,0.012514,0.677719,0.030328,-0.400092,0.031910,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,deformable_constraint_erasure,10,0.238550,0.021364,0.472653,0.018613,0.454780,0.019052,0.716667,0.129298,0.050000,0.049899,0.116667,0.049899,0.000000,0.000000,0.207052,0.012645,0.705633,0.037451,-0.449992,0.040006,0.050000,0.049899,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,erased_contact_force,10,0.263148,0.019777,0.475029,0.020058,0.403320,0.012489,0.666667,0.137735,0.050000,0.049899,0.083333,0.054444,0.000000,0.000000,0.202937,0.007968,0.688476,0.033284,-0.387993,0.034710,0.050000,0.049899,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,friction_state_aliasing,10,0.327372,0.010674,0.422924,0.009798,0.365714,0.010063,0.650000,0.178591,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.591515,0.013624,-0.263138,0.019113,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,hidden_support_relation,10,0.255491,0.019186,0.504246,0.017277,0.366197,0.015808,0.600000,0.111045,0.033333,0.043556,0.100000,0.072229,0.000000,0.000000,0.199950,0.006468,0.697054,0.031971,-0.384613,0.035767,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,temporal_precondition_loss,10,0.418445,0.008371,0.360754,0.009846,0.285318,0.005716,0.483333,0.090450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.418416,0.009823,-0.078121,0.013315,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,container_insertion_clearance,tool_affordance_misabstraction,10,0.265689,0.013462,0.481562,0.010630,0.384952,0.013867,0.616667,0.146495,0.033333,0.043556,0.100000,0.072229,0.000000,0.000000,0.199950,0.006468,0.677816,0.024765,-0.374761,0.026573,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,clearance_tolerance_collapse,10,0.208754,0.025469,0.518063,0.020490,0.418512,0.022076,0.650000,0.149697,0.066667,0.053344,0.166667,0.068867,0.000000,0.000000,0.212938,0.014354,0.785075,0.044692,-0.482485,0.046811,0.066667,0.053344,0.066667,0.053344
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,compliance_recovery_erasure,10,0.247066,0.019345,0.452342,0.019319,0.444186,0.018294,0.450000,0.154377,0.066667,0.053344,0.166667,0.068867,0.000000,0.000000,0.212938,0.014354,0.695574,0.037193,-0.424541,0.036910,0.066667,0.053344,0.066667,0.053344
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,deformable_constraint_erasure,10,0.240035,0.019513,0.462062,0.019645,0.450447,0.016955,0.500000,0.119282,0.100000,0.053344,0.200000,0.065333,0.000000,0.000000,0.221810,0.014302,0.698461,0.036697,-0.445443,0.035830,0.100000,0.053344,0.100000,0.053344
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,erased_contact_force,10,0.248369,0.012228,0.470197,0.016091,0.424864,0.013086,0.516667,0.171824,0.050000,0.049899,0.116667,0.085045,0.000000,0.000000,0.204483,0.010081,0.716302,0.025471,-0.416130,0.023991,0.050000,0.049899,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,friction_state_aliasing,10,0.311707,0.007206,0.429362,0.007553,0.376522,0.008424,0.633333,0.126985,0.000000,0.000000,0.083333,0.054444,0.000000,0.000000,0.195000,0.000000,0.619568,0.009178,-0.290319,0.012903,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,hidden_support_relation,10,0.237623,0.020705,0.509269,0.020096,0.377227,0.012444,0.433333,0.130667,0.066667,0.053344,0.183333,0.076222,0.000000,0.000000,0.206893,0.010163,0.721148,0.036242,-0.416252,0.036653,0.066667,0.053344,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,temporal_precondition_loss,10,0.402994,0.010572,0.362123,0.010179,0.303880,0.006340,0.550000,0.169041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.447652,0.013005,-0.107732,0.017949,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,deformable_object_packing,tool_affordance_misabstraction,10,0.246615,0.018731,0.486428,0.018068,0.400996,0.015225,0.616667,0.146495,0.050000,0.049899,0.183333,0.076222,0.000000,0.000000,0.202425,0.007410,0.707933,0.032779,-0.409248,0.034792,0.050000,0.049899,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,10,0.247436,0.026264,0.509074,0.024899,0.382993,0.017167,0.550000,0.109432,0.066667,0.053344,0.200000,0.081485,0.000000,0.000000,0.212738,0.014196,0.737063,0.043531,-0.412932,0.046734,0.066667,0.053344,0.066667,0.053344
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,compliance_recovery_erasure,10,0.292807,0.026532,0.443938,0.023565,0.403437,0.024712,0.633333,0.160033,0.050000,0.069723,0.183333,0.132916,0.000000,0.000000,0.208205,0.018414,0.642955,0.047564,-0.342598,0.050067,0.050000,0.069723,0.050000,0.069723
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,deformable_constraint_erasure,10,0.263947,0.027058,0.465027,0.027802,0.428090,0.020373,0.633333,0.043556,0.066667,0.072229,0.250000,0.111578,0.000000,0.000000,0.212607,0.019076,0.678223,0.048848,-0.403288,0.049916,0.066667,0.072229,0.066667,0.072229
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,erased_contact_force,10,0.289679,0.015733,0.459244,0.017613,0.392480,0.009247,0.633333,0.152444,0.050000,0.049899,0.150000,0.102726,0.000000,0.000000,0.202937,0.007968,0.666569,0.027656,-0.344501,0.028453,0.050000,0.049899,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,friction_state_aliasing,10,0.351052,0.009466,0.413293,0.012704,0.344194,0.010881,0.583333,0.163333,0.016667,0.032667,0.050000,0.049899,0.000000,0.000000,0.199533,0.008885,0.566754,0.018811,-0.220281,0.019683,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,hidden_support_relation,10,0.290819,0.019266,0.485130,0.020934,0.339235,0.013231,0.433333,0.099798,0.066667,0.053344,0.166667,0.097393,0.000000,0.000000,0.204900,0.007922,0.655226,0.033230,-0.320864,0.035466,0.066667,0.053344,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,temporal_precondition_loss,10,0.439799,0.006249,0.352819,0.004459,0.272425,0.007474,0.500000,0.128839,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.401604,0.008456,-0.042882,0.012110,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,10,0.278523,0.017708,0.485135,0.020121,0.366704,0.013588,0.600000,0.139446,0.033333,0.065333,0.183333,0.076222,0.000000,0.000000,0.199950,0.009702,0.669871,0.034151,-0.350861,0.033692,0.033333,0.065333,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,clearance_tolerance_collapse,10,0.223547,0.013883,0.533957,0.014996,0.392220,0.007944,0.616667,0.098000,0.016667,0.032667,0.066667,0.053344,0.000000,0.000000,0.199375,0.008575,0.777512,0.023451,-0.452284,0.022905,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,compliance_recovery_erasure,10,0.274401,0.007831,0.455407,0.008844,0.419412,0.006820,0.516667,0.141556,0.016667,0.032667,0.066667,0.053344,0.000000,0.000000,0.199375,0.008575,0.673681,0.013383,-0.375449,0.013708,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,deformable_constraint_erasure,10,0.257955,0.020041,0.465396,0.016407,0.437661,0.020014,0.550000,0.161875,0.050000,0.049899,0.066667,0.053344,0.000000,0.000000,0.208125,0.013099,0.689601,0.036316,-0.414503,0.038401,0.050000,0.049899,0.050000,0.049899
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,erased_contact_force,10,0.277047,0.017551,0.468521,0.014874,0.400670,0.015618,0.733333,0.099798,0.016667,0.032667,0.066667,0.053344,0.000000,0.000000,0.197475,0.004851,0.688651,0.027598,-0.366116,0.032959,0.016667,0.032667,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,friction_state_aliasing,10,0.349067,0.009242,0.415439,0.009706,0.342785,0.009363,0.533333,0.126985,0.016667,0.032667,0.050000,0.049899,0.000000,0.000000,0.197475,0.004851,0.570030,0.015611,-0.221632,0.017448,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,hidden_support_relation,10,0.267848,0.021397,0.505176,0.020664,0.348480,0.011649,0.566667,0.147704,0.033333,0.043556,0.083333,0.073045,0.000000,0.000000,0.199950,0.006468,0.690319,0.033356,-0.360039,0.038559,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,temporal_precondition_loss,10,0.437817,0.006622,0.350084,0.006081,0.275103,0.006985,0.566667,0.072229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.404567,0.008547,-0.045206,0.012050,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.274856,0.017663,0.483981,0.017956,0.370203,0.011935,0.516667,0.141556,0.033333,0.043556,0.066667,0.053344,0.000000,0.000000,0.199950,0.006468,0.675372,0.029015,-0.356378,0.032231,0.033333,0.043556,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.232053,0.030079,0.504267,0.026420,0.397029,0.021289,0.733333,0.139446,0.100000,0.072229,0.183333,0.090450,0.000000,0.000000,0.218100,0.016449,0.752873,0.052981,-0.437885,0.053513,0.100000,0.072229,0.083333,0.073045
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.272726,0.031266,0.433238,0.028928,0.421262,0.026141,0.483333,0.149697,0.116667,0.085045,0.200000,0.106689,0.000000,0.000000,0.223165,0.021681,0.657312,0.057519,-0.375590,0.057214,0.116667,0.085045,0.100000,0.087111
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.260931,0.026613,0.445609,0.027202,0.433735,0.019770,0.616667,0.098000,0.116667,0.069723,0.216667,0.109432,0.000000,0.000000,0.224972,0.017912,0.672819,0.049446,-0.404300,0.048374,0.116667,0.069723,0.116667,0.069723
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.268594,0.020505,0.459500,0.019219,0.403433,0.016836,0.616667,0.098000,0.083333,0.073045,0.166667,0.068867,0.000000,0.000000,0.207375,0.010847,0.688268,0.038711,-0.375485,0.038869,0.083333,0.073045,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.322904,0.009854,0.420750,0.009132,0.364579,0.009223,0.550000,0.098000,0.016667,0.032667,0.133333,0.081485,0.000000,0.000000,0.197987,0.005854,0.606063,0.015520,-0.266783,0.018107,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.259007,0.024521,0.492754,0.024058,0.360234,0.018550,0.633333,0.152444,0.083333,0.073045,0.166667,0.084345,0.000000,0.000000,0.207375,0.010847,0.694852,0.044002,-0.373256,0.045715,0.083333,0.073045,0.050000,0.069723
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.411430,0.011267,0.354559,0.009965,0.297921,0.006784,0.566667,0.121254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.440829,0.014083,-0.090617,0.019552,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,mechanics_ood_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.266523,0.029254,0.469944,0.026029,0.380497,0.024896,0.666667,0.108889,0.100000,0.087111,0.183333,0.090450,0.000000,0.000000,0.209850,0.012936,0.676431,0.053258,-0.368139,0.056012,0.100000,0.087111,0.033333,0.043556
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.327068,0.007022,0.449589,0.007148,0.349717,0.002879,0.733333,0.072229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.666557,0.008440,-0.267390,0.011529,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,compliance_recovery_erasure,10,0.373376,0.007535,0.380581,0.007101,0.370350,0.007180,0.616667,0.098000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.566523,0.009582,-0.195913,0.013427,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,deformable_constraint_erasure,10,0.336100,0.009007,0.401176,0.008357,0.415724,0.007386,0.600000,0.099798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.619646,0.011348,-0.277804,0.015829,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,erased_contact_force,10,0.368231,0.006809,0.404505,0.007402,0.346286,0.004677,0.716667,0.146495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.589709,0.008188,-0.197608,0.011211,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,friction_state_aliasing,10,0.438328,0.003728,0.344778,0.004072,0.302821,0.006529,0.683333,0.113683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.475694,0.005101,-0.061575,0.007387,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,hidden_support_relation,10,0.375269,0.010272,0.421120,0.008863,0.302812,0.005237,0.700000,0.126985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.576309,0.012821,-0.168905,0.017779,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,temporal_precondition_loss,10,0.531778,0.006559,0.273276,0.005492,0.233395,0.006439,0.683333,0.113683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.301813,0.008525,0.123334,0.012034,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,articulated_fixture_assembly,tool_affordance_misabstraction,10,0.386814,0.005639,0.404226,0.007136,0.310002,0.007440,0.783333,0.085045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.553285,0.006941,-0.152739,0.009669,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,clearance_tolerance_collapse,10,0.341246,0.015657,0.441101,0.015949,0.340066,0.008478,0.666667,0.108889,0.016667,0.032667,0.016667,0.032667,0.000000,0.000000,0.199730,0.009271,0.639761,0.023445,-0.243327,0.025584,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,compliance_recovery_erasure,10,0.392226,0.010241,0.367362,0.009638,0.359402,0.009633,0.666667,0.137735,0.016667,0.032667,0.016667,0.032667,0.000000,0.000000,0.199730,0.009271,0.533825,0.017877,-0.163500,0.018324,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,deformable_constraint_erasure,10,0.360547,0.010749,0.385199,0.012289,0.399455,0.009786,0.800000,0.106689,0.016667,0.032667,0.016667,0.032667,0.000000,0.000000,0.199730,0.009271,0.579029,0.018607,-0.234363,0.018831,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,erased_contact_force,10,0.376549,0.012466,0.399860,0.009148,0.342856,0.009135,0.783333,0.069723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.573178,0.016126,-0.184127,0.022674,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,friction_state_aliasing,10,0.461039,0.007027,0.327731,0.006173,0.295246,0.004432,0.683333,0.123674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.441362,0.008810,-0.023522,0.012247,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,hidden_support_relation,10,0.384746,0.013558,0.415505,0.013566,0.296034,0.008009,0.750000,0.111578,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.197417,0.004737,0.555561,0.020594,-0.152306,0.023944,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,temporal_precondition_loss,10,0.546103,0.004160,0.266211,0.003294,0.223824,0.005420,0.666667,0.068867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195000,0.000000,0.278663,0.005317,0.148647,0.008086,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,container_insertion_clearance,tool_affordance_misabstraction,10,0.393371,0.007814,0.399431,0.010101,0.306734,0.004126,0.600000,0.139446,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.197417,0.004737,0.536726,0.012543,-0.142063,0.013309,0.016667,0.032667,0.016667,0.032667
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,deformable_object_packing,clearance_tolerance_collapse,10,0.324361,0.008516,0.449408,0.006301,0.352518,0.006669,0.733333,0.130667,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.671739,0.011047,-0.272009,0.015554,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,deformable_object_packing,compliance_recovery_erasure,10,0.361184,0.005327,0.382781,0.006042,0.385152,0.006004,0.683333,0.102726,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.585153,0.006618,-0.220039,0.009221,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,deformable_object_packing,deformable_constraint_erasure,10,0.330659,0.010186,0.398548,0.010383,0.426999,0.007301,0.750000,0.111578,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.195000,0.000000,0.629633,0.012479,-0.289838,0.017215,0.000000,0.000000,0.000000,0.000000
risk_bounded_abstraction_failure_audit_v5,nominal_abstraction,deformable_object_packing,erased_contact_force,10,0.352404,0.007180,0.414029,0.008385,0.355428,0.005780,0.683333,0.164779,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.195000,0.000000,0.611592,0.008538,-0.225541,0.011652,0.000000,0.000000,0.000000,0.000000
