method,split,task,failure_family,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
language_symbolic_planner,geometry_tolerance_shift,deformable_object_packing,tool_affordance_misabstraction,10,0.276260,0.010800,0.486027,0.011734,0.354260,0.012057,0.050000,0.049899,0.000000,0.000000,0.133333,0.094927,0.000000,0.000000,0.051792,0.003512,0.612194,0.020183,-0.282456,0.024289,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,10,0.296114,0.009235,0.490114,0.017289,0.335189,0.014304,0.150000,0.090450,0.000000,0.000000,0.100000,0.111045,0.000000,0.000000,0.053583,0.007023,0.620584,0.024049,-0.251993,0.025017,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,compliance_recovery_erasure,10,0.322663,0.011780,0.434864,0.018086,0.367093,0.014724,0.050000,0.049899,0.000000,0.000000,0.116667,0.109432,0.000000,0.000000,0.053583,0.007023,0.546154,0.024382,-0.216370,0.026614,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,deformable_constraint_erasure,10,0.296427,0.007066,0.448351,0.012469,0.405683,0.011773,0.033333,0.043556,0.000000,0.000000,0.133333,0.106689,0.000000,0.000000,0.053583,0.007023,0.583652,0.019993,-0.278214,0.017758,0.033333,0.065333,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,erased_contact_force,10,0.304627,0.012955,0.471250,0.020949,0.344391,0.015476,0.050000,0.049899,0.000000,0.000000,0.116667,0.109432,0.000000,0.000000,0.053583,0.007023,0.584842,0.029186,-0.239164,0.032313,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,friction_state_aliasing,10,0.391870,0.012176,0.391743,0.015952,0.304368,0.012389,0.033333,0.043556,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.053583,0.007023,0.451975,0.021717,-0.076991,0.025707,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,hidden_support_relation,10,0.312052,0.013796,0.487206,0.020037,0.301517,0.015483,0.050000,0.069723,0.000000,0.000000,0.100000,0.087111,0.000000,0.000000,0.053583,0.007023,0.571317,0.028916,-0.210125,0.032721,0.033333,0.065333,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,temporal_precondition_loss,10,0.482507,0.007762,0.328621,0.015874,0.226727,0.009853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053583,0.007023,0.280980,0.015466,0.106159,0.017697,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,10,0.331009,0.010030,0.455683,0.017445,0.319631,0.013590,0.033333,0.043556,0.000000,0.000000,0.083333,0.100391,0.000000,0.000000,0.053583,0.007023,0.541633,0.023369,-0.185926,0.025268,0.033333,0.065333,0.033333,0.065333
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,clearance_tolerance_collapse,10,0.283234,0.015386,0.496671,0.022298,0.334381,0.018345,0.033333,0.043556,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.055375,0.007495,0.632139,0.034651,-0.268848,0.037857,0.050000,0.069723,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,compliance_recovery_erasure,10,0.312864,0.010790,0.433677,0.016465,0.373236,0.019414,0.066667,0.053344,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.055375,0.007495,0.556038,0.027423,-0.230657,0.029995,0.050000,0.069723,0.050000,0.069723
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,deformable_constraint_erasure,10,0.287584,0.012341,0.445942,0.019283,0.411488,0.019384,0.016667,0.032667,0.000000,0.000000,0.133333,0.081485,0.000000,0.000000,0.055375,0.007495,0.592676,0.030062,-0.290591,0.032911,0.050000,0.069723,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,erased_contact_force,10,0.308507,0.010208,0.457944,0.017813,0.347261,0.011793,0.083333,0.073045,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.055375,0.007495,0.577611,0.022851,-0.230386,0.023698,0.050000,0.069723,0.050000,0.069723
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,friction_state_aliasing,10,0.390192,0.004089,0.387325,0.008830,0.309372,0.009628,0.033333,0.043556,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.053583,0.004682,0.454854,0.010643,-0.079709,0.011006,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,hidden_support_relation,10,0.315218,0.014561,0.472876,0.024497,0.306820,0.015726,0.050000,0.049899,0.000000,0.000000,0.050000,0.049899,0.000000,0.000000,0.055375,0.007495,0.566067,0.030136,-0.203218,0.033946,0.050000,0.069723,0.050000,0.069723
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,temporal_precondition_loss,10,0.472245,0.008464,0.331746,0.007050,0.240369,0.007362,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051792,0.003512,0.298011,0.011385,0.085014,0.015460,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.322385,0.012118,0.457549,0.018460,0.319345,0.015599,0.066667,0.072229,0.000000,0.000000,0.100000,0.087111,0.000000,0.000000,0.055375,0.007495,0.548437,0.026852,-0.196179,0.028712,0.050000,0.069723,0.033333,0.043556
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.260980,0.007930,0.503915,0.012462,0.360100,0.010055,0.116667,0.085045,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.051792,0.003512,0.670439,0.016571,-0.312315,0.017943,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.285707,0.009429,0.437649,0.011577,0.405224,0.013661,0.016667,0.032667,0.000000,0.000000,0.116667,0.085045,0.000000,0.000000,0.053583,0.004682,0.597680,0.019739,-0.282396,0.022519,0.033333,0.043556,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.250187,0.008292,0.467662,0.010656,0.432295,0.010985,0.050000,0.069723,0.000000,0.000000,0.166667,0.128839,0.000000,0.000000,0.053583,0.004682,0.644736,0.017235,-0.354814,0.018989,0.033333,0.043556,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.277656,0.010206,0.469944,0.012157,0.372503,0.011955,0.066667,0.072229,0.000000,0.000000,0.066667,0.053344,0.000000,0.000000,0.053583,0.004682,0.622682,0.018904,-0.285619,0.022305,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.363438,0.013395,0.401857,0.012087,0.323477,0.012704,0.066667,0.053344,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.051792,0.003512,0.492650,0.019354,-0.124295,0.025276,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.294453,0.007484,0.478731,0.012464,0.325444,0.009875,0.100000,0.053344,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.053583,0.004682,0.597245,0.016627,-0.240036,0.017725,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.452152,0.006022,0.335105,0.006811,0.261180,0.006712,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.328558,0.007476,0.048742,0.010411,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,geometry_tolerance_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.288608,0.008515,0.472478,0.010298,0.351437,0.009813,0.083333,0.054444,0.000000,0.000000,0.116667,0.109432,0.000000,0.000000,0.051792,0.003512,0.601536,0.013697,-0.260217,0.016496,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.275436,0.009378,0.493767,0.013573,0.350303,0.011424,0.100000,0.053344,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.053567,0.004660,0.645715,0.018198,-0.285665,0.020761,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,compliance_recovery_erasure,10,0.323679,0.007548,0.419954,0.010263,0.375923,0.013386,0.000000,0.000000,0.000000,0.000000,0.133333,0.081485,0.000000,0.000000,0.053567,0.004660,0.544285,0.014979,-0.213057,0.016605,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,deformable_constraint_erasure,10,0.290371,0.008270,0.441671,0.008939,0.412520,0.016629,0.050000,0.069723,0.000000,0.000000,0.116667,0.085045,0.000000,0.000000,0.053567,0.004660,0.590682,0.016171,-0.285311,0.019576,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,erased_contact_force,10,0.320385,0.008347,0.441862,0.010489,0.351641,0.010116,0.083333,0.054444,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.053567,0.004660,0.565438,0.015151,-0.211574,0.017644,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,friction_state_aliasing,10,0.399087,0.008402,0.379734,0.010555,0.305211,0.006425,0.083333,0.087789,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.051783,0.003495,0.444107,0.012150,-0.062659,0.015137,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,hidden_support_relation,10,0.336133,0.009909,0.453343,0.015263,0.302258,0.011924,0.133333,0.081485,0.000000,0.000000,0.083333,0.054444,0.000000,0.000000,0.053567,0.004660,0.540616,0.019761,-0.166929,0.022388,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,temporal_precondition_loss,10,0.488922,0.004137,0.313994,0.005892,0.239672,0.005548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.277949,0.004861,0.113241,0.006659,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,articulated_fixture_assembly,tool_affordance_misabstraction,10,0.348449,0.012414,0.428110,0.015835,0.321266,0.011532,0.050000,0.049899,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.053567,0.004660,0.519112,0.020661,-0.153664,0.025333,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,clearance_tolerance_collapse,10,0.290603,0.013376,0.486929,0.013646,0.346366,0.013277,0.066667,0.053344,0.000000,0.000000,0.116667,0.069723,0.000000,0.000000,0.051783,0.003495,0.624177,0.022209,-0.262948,0.028204,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,compliance_recovery_erasure,10,0.341521,0.007231,0.408759,0.008305,0.374327,0.009476,0.050000,0.049899,0.000000,0.000000,0.083333,0.054444,0.000000,0.000000,0.051783,0.003495,0.519845,0.013345,-0.186823,0.015567,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,deformable_constraint_erasure,10,0.306150,0.006919,0.430724,0.006979,0.406937,0.010686,0.050000,0.049899,0.000000,0.000000,0.116667,0.069723,0.000000,0.000000,0.053567,0.004660,0.564495,0.009673,-0.259163,0.010236,0.033333,0.043556,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,erased_contact_force,10,0.332186,0.011588,0.435771,0.010680,0.352174,0.009963,0.133333,0.081485,0.000000,0.000000,0.066667,0.053344,0.000000,0.000000,0.051783,0.003495,0.548388,0.017706,-0.195875,0.022630,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,friction_state_aliasing,10,0.410457,0.010447,0.370338,0.007419,0.311377,0.007438,0.100000,0.072229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.428465,0.013541,-0.049531,0.019048,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,hidden_support_relation,10,0.336082,0.004950,0.460055,0.008778,0.301547,0.008524,0.083333,0.087789,0.000000,0.000000,0.066667,0.053344,0.000000,0.000000,0.051783,0.003495,0.537783,0.011750,-0.169613,0.013246,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,temporal_precondition_loss,10,0.497117,0.005322,0.310234,0.007564,0.235030,0.004349,0.033333,0.043556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.261337,0.005820,0.126960,0.007646,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,container_insertion_clearance,tool_affordance_misabstraction,10,0.358957,0.009318,0.422668,0.010425,0.322669,0.009112,0.033333,0.043556,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.051783,0.003495,0.503817,0.014916,-0.140261,0.018599,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,clearance_tolerance_collapse,10,0.261278,0.007430,0.497433,0.011285,0.373625,0.006373,0.083333,0.073045,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.051783,0.003495,0.671071,0.011741,-0.317993,0.012981,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,compliance_recovery_erasure,10,0.310810,0.011182,0.422067,0.013660,0.399193,0.008366,0.033333,0.043556,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.051783,0.003495,0.568262,0.018199,-0.243157,0.021877,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,deformable_constraint_erasure,10,0.281256,0.009986,0.440353,0.010500,0.435107,0.011572,0.050000,0.069723,0.000000,0.000000,0.100000,0.099798,0.000000,0.000000,0.051783,0.003495,0.610415,0.015836,-0.309175,0.019235,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,erased_contact_force,10,0.299877,0.010050,0.456735,0.008095,0.374642,0.007131,0.050000,0.049899,0.000000,0.000000,0.100000,0.099798,0.000000,0.000000,0.050000,0.000000,0.601566,0.012834,-0.255771,0.017965,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,friction_state_aliasing,10,0.385943,0.010003,0.382309,0.009860,0.328081,0.005528,0.083333,0.054444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.468081,0.012207,-0.093015,0.016790,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,hidden_support_relation,10,0.323645,0.007413,0.462299,0.006069,0.320968,0.007053,0.050000,0.049899,0.000000,0.000000,0.050000,0.049899,0.000000,0.000000,0.050000,0.000000,0.566480,0.009637,-0.196585,0.013601,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,temporal_precondition_loss,10,0.477209,0.008795,0.319123,0.009525,0.248989,0.007442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.294995,0.010734,0.091846,0.014806,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,deformable_object_packing,tool_affordance_misabstraction,10,0.331308,0.007395,0.442078,0.009690,0.339949,0.008047,0.100000,0.053344,0.000000,0.000000,0.066667,0.072229,0.000000,0.000000,0.050000,0.000000,0.550234,0.008700,-0.190861,0.011868,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,10,0.315513,0.008046,0.467735,0.013565,0.317179,0.014953,0.083333,0.073045,0.000000,0.000000,0.133333,0.081485,0.000000,0.000000,0.058917,0.005826,0.587977,0.019139,-0.208888,0.021063,0.083333,0.054444,0.083333,0.054444
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,compliance_recovery_erasure,10,0.358686,0.008590,0.403820,0.014380,0.342486,0.012802,0.050000,0.069723,0.000000,0.000000,0.100000,0.087111,0.000000,0.000000,0.057133,0.005708,0.496078,0.020006,-0.146115,0.022292,0.066667,0.053344,0.066667,0.053344
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,deformable_constraint_erasure,10,0.330717,0.009575,0.411289,0.013797,0.378057,0.014666,0.100000,0.072229,0.000000,0.000000,0.166667,0.068867,0.000000,0.000000,0.060700,0.005708,0.529150,0.021259,-0.205526,0.023605,0.100000,0.053344,0.083333,0.054444
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,erased_contact_force,10,0.359250,0.013666,0.417163,0.018483,0.318898,0.013029,0.066667,0.053344,0.000000,0.000000,0.116667,0.069723,0.000000,0.000000,0.058917,0.005826,0.508989,0.025337,-0.137056,0.029552,0.083333,0.054444,0.083333,0.054444
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,friction_state_aliasing,10,0.429219,0.007262,0.361919,0.011838,0.282846,0.011824,0.050000,0.049899,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.055350,0.005339,0.404109,0.015296,-0.007591,0.017905,0.050000,0.049899,0.050000,0.049899
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,hidden_support_relation,10,0.355804,0.010218,0.444891,0.018847,0.282177,0.005852,0.083333,0.073045,0.000000,0.000000,0.100000,0.072229,0.000000,0.000000,0.057133,0.005708,0.512986,0.019347,-0.129397,0.021336,0.066667,0.053344,0.066667,0.053344
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,temporal_precondition_loss,10,0.521226,0.007264,0.294651,0.010188,0.216115,0.005599,0.016667,0.032667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053567,0.004660,0.236483,0.010299,0.172228,0.013785,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,10,0.375706,0.012019,0.415256,0.020190,0.295662,0.009754,0.066667,0.053344,0.000000,0.000000,0.066667,0.053344,0.000000,0.000000,0.057133,0.005708,0.481406,0.023671,-0.102015,0.026974,0.066667,0.053344,0.066667,0.053344
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,clearance_tolerance_collapse,10,0.302887,0.012095,0.486902,0.010617,0.338319,0.008014,0.100000,0.072229,0.000000,0.000000,0.066667,0.072229,0.000000,0.000000,0.050000,0.000000,0.622233,0.015198,-0.244106,0.021149,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,compliance_recovery_erasure,10,0.365157,0.009478,0.401721,0.008006,0.358226,0.005199,0.016667,0.032667,0.000000,0.000000,0.033333,0.043556,0.000000,0.000000,0.050000,0.000000,0.503176,0.011896,-0.146764,0.016533,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,deformable_constraint_erasure,10,0.324988,0.007880,0.424408,0.009988,0.398011,0.007334,0.150000,0.090450,0.000000,0.000000,0.050000,0.069723,0.000000,0.000000,0.051783,0.003495,0.555223,0.013625,-0.229486,0.016000,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,erased_contact_force,10,0.347241,0.010006,0.436259,0.008102,0.338464,0.006510,0.050000,0.049899,0.000000,0.000000,0.050000,0.049899,0.000000,0.000000,0.050000,0.000000,0.542271,0.012716,-0.170483,0.017764,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,friction_state_aliasing,10,0.425162,0.006396,0.367074,0.006896,0.297091,0.002715,0.100000,0.072229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.419384,0.007579,-0.022646,0.010294,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,hidden_support_relation,10,0.350312,0.009673,0.458917,0.010614,0.291932,0.004494,0.033333,0.043556,0.000000,0.000000,0.066667,0.072229,0.000000,0.000000,0.050000,0.000000,0.532998,0.011429,-0.147051,0.015508,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,temporal_precondition_loss,10,0.519118,0.008744,0.297450,0.006280,0.223817,0.006122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.244193,0.011310,0.164449,0.015898,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.364860,0.011560,0.428639,0.012203,0.315530,0.005823,0.050000,0.049899,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.050000,0.000000,0.509459,0.013836,-0.131932,0.018880,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.279961,0.009367,0.478439,0.013860,0.354938,0.014588,0.083333,0.054444,0.000000,0.000000,0.133333,0.043556,0.000000,0.000000,0.055350,0.005339,0.643427,0.022278,-0.276337,0.024323,0.050000,0.049899,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.334678,0.006914,0.407019,0.009821,0.372697,0.012760,0.033333,0.043556,0.000000,0.000000,0.083333,0.054444,0.000000,0.000000,0.053567,0.004660,0.536485,0.016265,-0.192233,0.017643,0.033333,0.043556,0.033333,0.043556
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.296759,0.006652,0.426507,0.011632,0.413213,0.014620,0.066667,0.072229,0.000000,0.000000,0.116667,0.049899,0.000000,0.000000,0.055350,0.005339,0.585780,0.019475,-0.271375,0.020410,0.050000,0.049899,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.322630,0.010886,0.436757,0.012052,0.350841,0.013753,0.150000,0.102726,0.000000,0.000000,0.116667,0.049899,0.000000,0.000000,0.053567,0.004660,0.567835,0.018865,-0.205792,0.022441,0.033333,0.043556,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.401419,0.008893,0.372303,0.012360,0.307369,0.005816,0.033333,0.065333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051783,0.003495,0.447544,0.013726,-0.057572,0.016766,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.321605,0.011111,0.459427,0.014431,0.304061,0.012586,0.033333,0.043556,0.000000,0.000000,0.100000,0.053344,0.000000,0.000000,0.055350,0.005339,0.561066,0.019385,-0.187033,0.022536,0.050000,0.049899,0.050000,0.049899
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.493353,0.009993,0.305900,0.009084,0.239238,0.004944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.278349,0.012353,0.122679,0.017067,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.341808,0.006867,0.431304,0.009754,0.328614,0.007304,0.033333,0.043556,0.000000,0.000000,0.083333,0.054444,0.000000,0.000000,0.051783,0.003495,0.537058,0.011978,-0.166699,0.014122,0.016667,0.032667,0.016667,0.032667
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.199109,0.013272,0.534830,0.019662,0.412499,0.016723,0.050000,0.049899,0.000000,0.000000,0.050000,0.069723,0.000000,0.000000,0.053617,0.007089,0.739965,0.031468,-0.430611,0.032190,0.033333,0.065333,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,compliance_recovery_erasure,10,0.244216,0.013073,0.459933,0.018112,0.444476,0.020874,0.000000,0.000000,0.000000,0.000000,0.050000,0.069723,0.000000,0.000000,0.053617,0.007089,0.644087,0.031850,-0.365087,0.034161,0.033333,0.065333,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,deformable_constraint_erasure,10,0.206346,0.013758,0.497962,0.014003,0.469833,0.014844,0.016667,0.032667,0.000000,0.000000,0.083333,0.073045,0.000000,0.000000,0.051808,0.003544,0.697541,0.024091,-0.442512,0.029039,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,erased_contact_force,10,0.249021,0.012953,0.480240,0.013353,0.416601,0.014952,0.050000,0.049899,0.000000,0.000000,0.033333,0.065333,0.000000,0.000000,0.051808,0.003544,0.658334,0.023097,-0.351229,0.027990,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,friction_state_aliasing,10,0.316938,0.012721,0.433068,0.010509,0.363875,0.008777,0.016667,0.032667,0.000000,0.000000,0.033333,0.065333,0.000000,0.000000,0.050000,0.000000,0.548676,0.016165,-0.217232,0.022588,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,hidden_support_relation,10,0.232298,0.012060,0.520939,0.015068,0.374253,0.009621,0.050000,0.049899,0.000000,0.000000,0.033333,0.065333,0.000000,0.000000,0.051808,0.003544,0.673492,0.021185,-0.361069,0.025299,0.016667,0.032667,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,temporal_precondition_loss,10,0.406603,0.008362,0.366559,0.006714,0.292768,0.008142,0.000000,0.000000,0.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.050000,0.000000,0.378964,0.010921,-0.037795,0.015438,0.000000,0.000000,0.000000,0.000000
language_symbolic_planner,mechanics_ood_shift,articulated_fixture_assembly,tool_affordance_misabstraction,10,0.236723,0.014208,0.504443,0.013202,0.392624,0.010191,0.083333,0.054444,0.000000,0.000000,0.050000,0.069723,0.000000,0.000000,0.051808,0.003544,0.660936,0.019355,-0.360303,0.025432,0.016667,0.032667,0.016667,0.032667
