method,split,seed,task,failure_family,episodes,failure_correct_count,actionable_count,mechanics_retained_count,nonactionable_count,false_alarm_count,success_count,mechanical_violation_count,damage_count,replan_attempt_count,replan_success_count,cost_sum,regret_sum,refinement_info_sum,refinement_count,abstraction_failure_accuracy,mechanics_retention_recall,false_refinement_alarm_rate,calibration_error,predicate_refinement_informativeness,task_success,mechanical_violation_rate,damage_unsafe_rate,recovery_replan_success,planning_cost,planning_regret_to_oracle
vla_direct_policy,nominal_abstraction,2,tabletop_manipulation_with_support,temporal_precondition_loss,84,15,0,0,84,0,60,18,22,0,0,6.720000,8.531984,0.000000,0,0.178571,0.000000,0.000000,0.184400,0.000000,0.714286,0.214286,0.261905,0.000000,0.080000,0.101571
vla_direct_policy,nominal_abstraction,2,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,23,84,0,0,0,32,29,24,0,0,6.720000,23.560220,0.000000,0,0.273810,0.000000,0.000000,0.373360,0.000000,0.380952,0.345238,0.285714,0.000000,0.080000,0.280479
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,erased_contact_force,84,19,84,0,0,0,38,38,31,0,0,6.720000,28.384776,0.000000,0,0.226190,0.000000,0.000000,0.275375,0.000000,0.452381,0.452381,0.369048,0.000000,0.080000,0.337914
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,hidden_support_relation,84,23,84,0,0,0,32,31,20,0,0,6.720000,27.640227,0.000000,0,0.273810,0.000000,0.000000,0.338042,0.000000,0.380952,0.369048,0.238095,0.000000,0.080000,0.329050
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,21,84,0,0,0,35,34,27,0,0,6.720000,34.303144,0.000000,0,0.250000,0.000000,0.000000,0.276762,0.000000,0.416667,0.404762,0.321429,0.000000,0.080000,0.408371
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,friction_state_aliasing,84,19,84,0,0,0,41,28,19,0,0,6.720000,20.479797,0.000000,0,0.226190,0.000000,0.000000,0.268645,0.000000,0.488095,0.333333,0.226190,0.000000,0.080000,0.243807
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,26,84,0,0,0,36,37,25,0,0,6.720000,29.188815,0.000000,0,0.309524,0.000000,0.000000,0.269258,0.000000,0.428571,0.440476,0.297619,0.000000,0.080000,0.347486
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,temporal_precondition_loss,84,9,0,0,84,0,45,16,19,0,0,6.720000,10.207200,0.000000,0,0.107143,0.000000,0.000000,0.270693,0.000000,0.535714,0.190476,0.226190,0.000000,0.080000,0.121514
vla_direct_policy,nominal_abstraction,2,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,19,84,0,0,0,37,29,24,0,0,6.720000,26.401634,0.000000,0,0.226190,0.000000,0.000000,0.236610,0.000000,0.440476,0.345238,0.285714,0.000000,0.080000,0.314305
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,erased_contact_force,84,18,84,0,0,0,34,32,30,0,0,6.720000,27.231841,0.000000,0,0.214286,0.000000,0.000000,0.313788,0.000000,0.404762,0.380952,0.357143,0.000000,0.080000,0.324189
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,hidden_support_relation,84,23,84,0,0,0,31,23,28,0,0,6.720000,25.084131,0.000000,0,0.273810,0.000000,0.000000,0.384223,0.000000,0.369048,0.273810,0.333333,0.000000,0.080000,0.298621
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,clearance_tolerance_collapse,84,21,84,0,0,0,27,33,27,0,0,6.720000,31.552607,0.000000,0,0.250000,0.000000,0.000000,0.420327,0.000000,0.321429,0.392857,0.321429,0.000000,0.080000,0.375626
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,friction_state_aliasing,84,16,84,0,0,0,35,29,21,0,0,6.720000,18.970722,0.000000,0,0.190476,0.000000,0.000000,0.374783,0.000000,0.416667,0.345238,0.250000,0.000000,0.080000,0.225842
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,deformable_constraint_erasure,84,22,84,1,0,0,29,32,30,1,1,6.985000,28.108012,0.000000,0,0.261905,0.011905,0.000000,0.394210,0.000000,0.345238,0.380952,0.357143,1.000000,0.083155,0.334619
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,temporal_precondition_loss,84,19,0,0,84,0,46,18,14,0,0,6.720000,9.105902,0.000000,0,0.226190,0.000000,0.000000,0.288763,0.000000,0.547619,0.214286,0.166667,0.000000,0.080000,0.108404
vla_direct_policy,nominal_abstraction,2,container_insertion_clearance,tool_affordance_misabstraction,84,18,84,0,0,0,39,31,26,0,0,6.720000,24.506333,0.000000,0,0.214286,0.000000,0.000000,0.282110,0.000000,0.464286,0.369048,0.309524,0.000000,0.080000,0.291742
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,erased_contact_force,84,25,84,0,0,0,41,38,25,0,0,6.720000,28.760065,0.000000,0,0.297619,0.000000,0.000000,0.228120,0.000000,0.488095,0.452381,0.297619,0.000000,0.080000,0.342382
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,hidden_support_relation,84,22,84,0,0,0,36,32,22,0,0,6.720000,28.528270,0.000000,0,0.261905,0.000000,0.000000,0.307282,0.000000,0.428571,0.380952,0.261905,0.000000,0.080000,0.339622
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,clearance_tolerance_collapse,84,22,84,0,0,0,31,38,25,0,0,6.720000,34.652298,0.000000,0,0.261905,0.000000,0.000000,0.355644,0.000000,0.369048,0.452381,0.297619,0.000000,0.080000,0.412527
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,friction_state_aliasing,84,17,84,0,0,0,37,34,32,0,0,6.720000,20.313943,0.000000,0,0.202381,0.000000,0.000000,0.358325,0.000000,0.440476,0.404762,0.380952,0.000000,0.080000,0.241833
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,deformable_constraint_erasure,84,26,84,0,0,0,29,42,44,0,0,6.720000,29.742411,0.000000,0,0.309524,0.000000,0.000000,0.363896,0.000000,0.345238,0.500000,0.523810,0.000000,0.080000,0.354076
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,temporal_precondition_loss,84,13,0,0,84,1,56,17,13,1,0,6.825000,10.611452,0.000000,0,0.154762,0.000000,0.011905,0.187973,0.000000,0.666667,0.202381,0.154762,0.000000,0.081250,0.126327
vla_direct_policy,nominal_abstraction,2,deformable_object_packing,tool_affordance_misabstraction,84,25,84,0,0,0,26,38,28,0,0,6.720000,26.639662,0.000000,0,0.297619,0.000000,0.000000,0.386181,0.000000,0.309524,0.452381,0.333333,0.000000,0.080000,0.317139
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,erased_contact_force,84,23,84,0,0,0,41,31,27,0,0,6.720000,25.819856,0.000000,0,0.273810,0.000000,0.000000,0.231239,0.000000,0.488095,0.369048,0.321429,0.000000,0.080000,0.307379
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,hidden_support_relation,84,15,84,0,0,0,36,34,24,0,0,6.720000,24.558639,0.000000,0,0.178571,0.000000,0.000000,0.310775,0.000000,0.428571,0.404762,0.285714,0.000000,0.080000,0.292365
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,22,84,0,0,0,26,40,23,0,0,6.720000,30.908527,0.000000,0,0.261905,0.000000,0.000000,0.399299,0.000000,0.309524,0.476190,0.273810,0.000000,0.080000,0.367959
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,friction_state_aliasing,84,17,84,0,0,0,46,32,26,0,0,6.720000,17.372641,0.000000,0,0.202381,0.000000,0.000000,0.200350,0.000000,0.547619,0.380952,0.309524,0.000000,0.080000,0.206817
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,19,84,0,0,0,42,34,28,0,0,6.720000,26.181519,0.000000,0,0.226190,0.000000,0.000000,0.199230,0.000000,0.500000,0.404762,0.333333,0.000000,0.080000,0.311685
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,21,0,0,84,1,54,23,19,1,0,6.985000,8.261805,0.000000,0,0.250000,0.000000,0.011905,0.152604,0.000000,0.642857,0.273810,0.226190,0.000000,0.083155,0.098355
vla_direct_policy,nominal_abstraction,2,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,22,84,0,0,0,48,34,18,0,0,6.720000,23.345829,0.000000,0,0.261905,0.000000,0.000000,0.158380,0.000000,0.571429,0.404762,0.214286,0.000000,0.080000,0.277927
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,erased_contact_force,84,31,84,0,0,0,30,31,27,0,0,6.720000,25.690148,0.000000,0,0.369048,0.000000,0.000000,0.363904,0.000000,0.357143,0.369048,0.321429,0.000000,0.080000,0.305835
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,hidden_support_relation,84,17,84,0,0,0,38,34,19,0,0,6.720000,24.800682,0.000000,0,0.202381,0.000000,0.000000,0.318376,0.000000,0.452381,0.404762,0.226190,0.000000,0.080000,0.295246
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,21,84,0,0,0,34,36,27,0,0,6.720000,30.878211,0.000000,0,0.250000,0.000000,0.000000,0.326124,0.000000,0.404762,0.428571,0.321429,0.000000,0.080000,0.367598
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,friction_state_aliasing,84,23,84,0,0,0,45,32,27,0,0,6.720000,17.278787,0.000000,0,0.273810,0.000000,0.000000,0.277050,0.000000,0.535714,0.380952,0.321429,0.000000,0.080000,0.205700
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,deformable_constraint_erasure,84,20,84,0,0,0,36,26,30,0,0,6.720000,27.280893,0.000000,0,0.238095,0.000000,0.000000,0.281882,0.000000,0.428571,0.309524,0.357143,0.000000,0.080000,0.324773
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,temporal_precondition_loss,84,19,0,0,84,0,50,20,17,0,0,6.720000,8.226728,0.000000,0,0.226190,0.000000,0.000000,0.212800,0.000000,0.595238,0.238095,0.202381,0.000000,0.080000,0.097937
vla_direct_policy,nominal_abstraction,3,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,32,84,0,0,0,41,26,29,0,0,6.720000,23.921776,0.000000,0,0.380952,0.000000,0.000000,0.256488,0.000000,0.488095,0.309524,0.345238,0.000000,0.080000,0.284783
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,erased_contact_force,84,21,84,0,0,0,25,33,21,0,0,6.720000,28.631370,0.000000,0,0.250000,0.000000,0.000000,0.439085,0.000000,0.297619,0.392857,0.250000,0.000000,0.080000,0.340850
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,hidden_support_relation,84,18,84,0,0,0,35,36,26,0,0,6.720000,28.266081,0.000000,0,0.214286,0.000000,0.000000,0.282620,0.000000,0.416667,0.428571,0.309524,0.000000,0.080000,0.336501
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,16,84,1,0,0,28,32,23,1,0,6.985000,33.899715,0.000000,0,0.190476,0.011905,0.000000,0.396651,0.000000,0.333333,0.380952,0.273810,0.000000,0.083155,0.403568
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,friction_state_aliasing,84,14,84,0,0,0,42,34,22,0,0,6.720000,20.399640,0.000000,0,0.166667,0.000000,0.000000,0.251655,0.000000,0.500000,0.404762,0.261905,0.000000,0.080000,0.242853
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,22,84,0,0,0,40,31,35,0,0,6.720000,29.125892,0.000000,0,0.261905,0.000000,0.000000,0.220746,0.000000,0.476190,0.369048,0.416667,0.000000,0.080000,0.346737
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,temporal_precondition_loss,84,20,0,0,84,1,52,27,20,1,1,6.825000,9.898377,0.000000,0,0.238095,0.000000,0.011905,0.192255,0.000000,0.619048,0.321429,0.238095,1.000000,0.081250,0.117838
vla_direct_policy,nominal_abstraction,3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,17,84,1,0,0,30,41,26,1,1,6.825000,25.983767,0.000000,0,0.202381,0.011905,0.000000,0.359052,0.000000,0.357143,0.488095,0.309524,1.000000,0.081250,0.309331
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,erased_contact_force,84,29,84,1,0,0,41,37,20,1,1,6.985000,26.408651,0.000000,0,0.345238,0.011905,0.000000,0.249909,0.000000,0.488095,0.440476,0.238095,1.000000,0.083155,0.314389
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,hidden_support_relation,84,20,84,0,0,0,33,23,18,0,0,6.720000,25.328696,0.000000,0,0.238095,0.000000,0.000000,0.280881,0.000000,0.392857,0.273810,0.214286,0.000000,0.080000,0.301532
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,clearance_tolerance_collapse,84,25,84,0,0,0,36,36,18,0,0,6.720000,31.526995,0.000000,0,0.297619,0.000000,0.000000,0.287423,0.000000,0.428571,0.428571,0.214286,0.000000,0.080000,0.375321
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,friction_state_aliasing,84,14,84,0,0,0,48,29,23,0,0,6.720000,18.725192,0.000000,0,0.166667,0.000000,0.000000,0.279436,0.000000,0.571429,0.345238,0.273810,0.000000,0.080000,0.222919
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,deformable_constraint_erasure,84,20,84,0,0,0,32,28,26,0,0,6.720000,28.248125,0.000000,0,0.238095,0.000000,0.000000,0.375786,0.000000,0.380952,0.333333,0.309524,0.000000,0.080000,0.336287
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,temporal_precondition_loss,84,20,0,0,84,0,50,20,19,0,0,6.720000,9.276583,0.000000,0,0.238095,0.000000,0.000000,0.163981,0.000000,0.595238,0.238095,0.226190,0.000000,0.080000,0.110436
vla_direct_policy,nominal_abstraction,3,container_insertion_clearance,tool_affordance_misabstraction,84,24,84,0,0,0,38,29,32,0,0,6.720000,24.884216,0.000000,0,0.285714,0.000000,0.000000,0.349432,0.000000,0.452381,0.345238,0.380952,0.000000,0.080000,0.296241
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,erased_contact_force,84,18,84,0,0,0,37,31,31,0,0,6.720000,28.503750,0.000000,0,0.214286,0.000000,0.000000,0.282897,0.000000,0.440476,0.369048,0.369048,0.000000,0.080000,0.339330
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,hidden_support_relation,84,24,84,0,0,0,28,35,24,0,0,6.720000,28.488164,0.000000,0,0.285714,0.000000,0.000000,0.369528,0.000000,0.333333,0.416667,0.285714,0.000000,0.080000,0.339145
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,clearance_tolerance_collapse,84,23,84,1,0,0,34,42,31,1,1,6.985000,34.409394,0.000000,0,0.273810,0.011905,0.000000,0.294472,0.000000,0.404762,0.500000,0.369048,1.000000,0.083155,0.409636
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,friction_state_aliasing,84,22,84,0,0,0,44,33,25,0,0,6.720000,20.711436,0.000000,0,0.261905,0.000000,0.000000,0.228340,0.000000,0.523810,0.392857,0.297619,0.000000,0.080000,0.246565
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,deformable_constraint_erasure,84,30,84,0,0,0,39,40,32,0,0,6.720000,29.910922,0.000000,0,0.357143,0.000000,0.000000,0.257381,0.000000,0.464286,0.476190,0.380952,0.000000,0.080000,0.356082
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,temporal_precondition_loss,84,13,0,0,84,0,45,18,12,0,0,6.720000,10.000595,0.000000,0,0.154762,0.000000,0.000000,0.290750,0.000000,0.535714,0.214286,0.142857,0.000000,0.080000,0.119055
vla_direct_policy,nominal_abstraction,3,deformable_object_packing,tool_affordance_misabstraction,84,21,84,1,0,0,29,33,22,1,0,6.825000,26.486650,0.000000,0,0.250000,0.011905,0.000000,0.360951,0.000000,0.345238,0.392857,0.261905,0.000000,0.081250,0.315317
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,erased_contact_force,84,25,84,1,0,0,37,27,30,1,1,6.985000,25.151098,0.000000,0,0.297619,0.011905,0.000000,0.286960,0.000000,0.440476,0.321429,0.357143,1.000000,0.083155,0.299418
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,hidden_support_relation,84,23,84,0,0,0,39,31,26,0,0,6.720000,24.806651,0.000000,0,0.273810,0.000000,0.000000,0.222755,0.000000,0.464286,0.369048,0.309524,0.000000,0.080000,0.295317
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,22,84,0,0,0,33,35,16,0,0,6.720000,30.534945,0.000000,0,0.261905,0.000000,0.000000,0.308767,0.000000,0.392857,0.416667,0.190476,0.000000,0.080000,0.363511
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,friction_state_aliasing,84,21,84,0,0,0,41,27,32,0,0,6.720000,17.262199,0.000000,0,0.250000,0.000000,0.000000,0.316092,0.000000,0.488095,0.321429,0.380952,0.000000,0.080000,0.205502
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,20,84,0,0,0,41,26,37,0,0,6.720000,26.492959,0.000000,0,0.238095,0.000000,0.000000,0.281915,0.000000,0.488095,0.309524,0.440476,0.000000,0.080000,0.315392
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,14,0,0,84,0,54,17,10,0,0,6.720000,8.284739,0.000000,0,0.166667,0.000000,0.000000,0.163161,0.000000,0.642857,0.202381,0.119048,0.000000,0.080000,0.098628
vla_direct_policy,nominal_abstraction,3,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,18,84,1,0,0,31,29,22,1,0,6.825000,23.568445,0.000000,0,0.214286,0.011905,0.000000,0.355515,0.000000,0.369048,0.345238,0.261905,0.000000,0.081250,0.280577
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,erased_contact_force,84,22,84,0,0,0,35,32,26,0,0,6.720000,26.195175,0.000000,0,0.261905,0.000000,0.000000,0.342131,0.000000,0.416667,0.380952,0.309524,0.000000,0.080000,0.311847
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,hidden_support_relation,84,26,84,0,0,0,37,36,25,0,0,6.720000,25.369722,0.000000,0,0.309524,0.000000,0.000000,0.310355,0.000000,0.440476,0.428571,0.297619,0.000000,0.080000,0.302020
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,16,84,0,0,0,26,37,22,0,0,6.720000,31.071565,0.000000,0,0.190476,0.000000,0.000000,0.423594,0.000000,0.309524,0.440476,0.261905,0.000000,0.080000,0.369900
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,friction_state_aliasing,84,14,84,0,0,0,45,25,22,0,0,6.720000,18.040238,0.000000,0,0.166667,0.000000,0.000000,0.252779,0.000000,0.535714,0.297619,0.261905,0.000000,0.080000,0.214765
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,deformable_constraint_erasure,84,23,84,0,0,0,37,30,28,0,0,6.720000,26.649911,0.000000,0,0.273810,0.000000,0.000000,0.302204,0.000000,0.440476,0.357143,0.333333,0.000000,0.080000,0.317261
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,temporal_precondition_loss,84,11,0,0,84,0,46,23,12,0,0,6.720000,8.530991,0.000000,0,0.130952,0.000000,0.000000,0.271713,0.000000,0.547619,0.273810,0.142857,0.000000,0.080000,0.101559
vla_direct_policy,nominal_abstraction,4,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,23,84,2,0,0,33,33,27,2,1,7.090000,23.522083,0.000000,0,0.273810,0.023810,0.000000,0.340622,0.000000,0.392857,0.392857,0.321429,0.500000,0.084405,0.280025
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,erased_contact_force,84,30,84,0,0,0,36,37,29,0,0,6.720000,28.657511,0.000000,0,0.357143,0.000000,0.000000,0.296288,0.000000,0.428571,0.440476,0.345238,0.000000,0.080000,0.341161
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,hidden_support_relation,84,22,84,0,0,0,33,32,21,0,0,6.720000,28.432778,0.000000,0,0.261905,0.000000,0.000000,0.365078,0.000000,0.392857,0.380952,0.250000,0.000000,0.080000,0.338485
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,17,84,0,0,0,27,34,26,0,0,6.720000,34.139108,0.000000,0,0.202381,0.000000,0.000000,0.378753,0.000000,0.321429,0.404762,0.309524,0.000000,0.080000,0.406418
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,friction_state_aliasing,84,20,84,0,0,0,33,27,29,0,0,6.720000,20.216766,0.000000,0,0.238095,0.000000,0.000000,0.371296,0.000000,0.392857,0.321429,0.345238,0.000000,0.080000,0.240676
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,23,84,0,0,0,31,30,31,0,0,6.720000,29.432602,0.000000,0,0.273810,0.000000,0.000000,0.337533,0.000000,0.369048,0.357143,0.369048,0.000000,0.080000,0.350388
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,temporal_precondition_loss,84,15,0,0,84,2,38,25,20,2,2,6.930000,9.996382,0.000000,0,0.178571,0.000000,0.023810,0.329882,0.000000,0.452381,0.297619,0.238095,1.000000,0.082500,0.119005
vla_direct_policy,nominal_abstraction,4,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,23,84,0,0,0,43,37,20,0,0,6.720000,26.489829,0.000000,0,0.273810,0.000000,0.000000,0.264378,0.000000,0.511905,0.440476,0.238095,0.000000,0.080000,0.315355
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,erased_contact_force,84,26,84,1,0,0,33,36,15,1,0,6.985000,27.185284,0.000000,0,0.309524,0.011905,0.000000,0.345283,0.000000,0.392857,0.428571,0.178571,0.000000,0.083155,0.323634
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,hidden_support_relation,84,20,84,0,0,0,34,30,21,0,0,6.720000,25.528572,0.000000,0,0.238095,0.000000,0.000000,0.345541,0.000000,0.404762,0.357143,0.250000,0.000000,0.080000,0.303912
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,clearance_tolerance_collapse,84,25,84,0,0,0,30,50,33,0,0,6.720000,31.362682,0.000000,0,0.297619,0.000000,0.000000,0.343315,0.000000,0.357143,0.595238,0.392857,0.000000,0.080000,0.373365
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,friction_state_aliasing,84,22,84,0,0,0,34,20,25,0,0,6.720000,18.242989,0.000000,0,0.261905,0.000000,0.000000,0.336045,0.000000,0.404762,0.238095,0.297619,0.000000,0.080000,0.217178
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,deformable_constraint_erasure,84,21,84,0,0,0,38,37,24,0,0,6.720000,27.881218,0.000000,0,0.250000,0.000000,0.000000,0.272194,0.000000,0.452381,0.440476,0.285714,0.000000,0.080000,0.331919
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,temporal_precondition_loss,84,22,0,0,84,0,38,20,24,0,0,6.720000,9.242962,0.000000,0,0.261905,0.000000,0.000000,0.360966,0.000000,0.452381,0.238095,0.285714,0.000000,0.080000,0.110035
vla_direct_policy,nominal_abstraction,4,container_insertion_clearance,tool_affordance_misabstraction,84,24,84,0,0,0,34,33,23,0,0,6.720000,24.983889,0.000000,0,0.285714,0.000000,0.000000,0.312200,0.000000,0.404762,0.392857,0.273810,0.000000,0.080000,0.297427
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,erased_contact_force,84,16,84,0,0,0,27,34,32,0,0,6.720000,28.389412,0.000000,0,0.190476,0.000000,0.000000,0.419860,0.000000,0.321429,0.404762,0.380952,0.000000,0.080000,0.337969
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,hidden_support_relation,84,24,84,0,0,0,41,36,15,0,0,6.720000,28.038571,0.000000,0,0.285714,0.000000,0.000000,0.301428,0.000000,0.488095,0.428571,0.178571,0.000000,0.080000,0.333793
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,clearance_tolerance_collapse,84,19,84,2,0,0,26,35,23,2,1,7.250000,33.669551,0.000000,0,0.226190,0.023810,0.000000,0.391463,0.000000,0.309524,0.416667,0.273810,0.500000,0.086310,0.400828
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,friction_state_aliasing,84,19,84,0,0,0,37,28,22,0,0,6.720000,20.637434,0.000000,0,0.226190,0.000000,0.000000,0.326336,0.000000,0.440476,0.333333,0.261905,0.000000,0.080000,0.245684
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,deformable_constraint_erasure,84,18,84,0,0,0,29,37,36,0,0,6.720000,29.652884,0.000000,0,0.214286,0.000000,0.000000,0.372995,0.000000,0.345238,0.440476,0.428571,0.000000,0.080000,0.353011
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,temporal_precondition_loss,84,17,0,0,84,0,50,30,20,0,0,6.720000,10.326851,0.000000,0,0.202381,0.000000,0.000000,0.212858,0.000000,0.595238,0.357143,0.238095,0.000000,0.080000,0.122939
vla_direct_policy,nominal_abstraction,4,deformable_object_packing,tool_affordance_misabstraction,84,20,84,0,0,0,33,35,28,0,0,6.720000,26.359469,0.000000,0,0.238095,0.000000,0.000000,0.302063,0.000000,0.392857,0.416667,0.333333,0.000000,0.080000,0.313803
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,erased_contact_force,84,25,84,0,0,0,43,27,33,0,0,6.720000,25.745691,0.000000,0,0.297619,0.000000,0.000000,0.251015,0.000000,0.511905,0.321429,0.392857,0.000000,0.080000,0.306496
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,hidden_support_relation,84,12,84,2,0,0,26,31,18,2,1,7.250000,24.887501,0.000000,0,0.142857,0.023810,0.000000,0.402278,0.000000,0.309524,0.369048,0.214286,0.500000,0.086310,0.296280
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,26,84,0,0,0,29,28,26,0,0,6.720000,31.052430,0.000000,0,0.309524,0.000000,0.000000,0.371288,0.000000,0.345238,0.333333,0.309524,0.000000,0.080000,0.369672
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,friction_state_aliasing,84,22,84,2,0,0,49,22,25,2,2,7.250000,16.983437,0.000000,0,0.261905,0.023810,0.000000,0.253089,0.000000,0.583333,0.261905,0.297619,1.000000,0.086310,0.202184
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,21,84,0,0,0,27,31,30,0,0,6.720000,26.935135,0.000000,0,0.250000,0.000000,0.000000,0.394142,0.000000,0.321429,0.369048,0.357143,0.000000,0.080000,0.320656
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,12,0,0,84,0,50,17,24,0,0,6.720000,8.165625,0.000000,0,0.142857,0.000000,0.000000,0.222977,0.000000,0.595238,0.202381,0.285714,0.000000,0.080000,0.097210
vla_direct_policy,nominal_abstraction,4,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,24,84,0,0,0,40,39,27,0,0,6.720000,23.213071,0.000000,0,0.285714,0.000000,0.000000,0.274933,0.000000,0.476190,0.464286,0.321429,0.000000,0.080000,0.276346
